CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source
101000872356,07/03/2013 09:03:16 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,5 Symphony Rd  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,407,R4,5 Symphony Rd,02115,42.3429,-71.0869,Constituent Call
101000425642,05/22/2012 07:39:01 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,34 Sparhawk St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2203,E,34 Sparhawk St,02135,42.3513,-71.1516,Constituent Call
101001139769,07/30/2014 08:38:21 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,78 Spring Park Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1904,A,78 Spring Park Ave,02130,42.3166,-71.1078,Constituent Call
101000422066,05/15/2012 08:59:46 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,9 Wilbur St  Dorchester  MA  02125,7,03,7,C11,Dorchester,13,Ward 13,1305,R2,9 Wilbur St,02125,42.3155,-71.0656,Constituent Call
101000468162,08/22/2012 11:07:09 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,41 Bakersfield St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1306,R1,41 Bakersfield St,02125,42.3167,-71.0613,Constituent Call
101001166311,09/07/2014 02:55:32 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,116 Marlborough St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,A,116 Marlborough St,02116,42.3531,-71.0771,Constituent Call
101000915009,08/31/2013 01:35:54 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,679 Lagrange St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2017,R1,679 Lagrange St,02132,42.2887,-71.1661,Self Service
101000858190,06/12/2013 09:09:24 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,516 Lagrange St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2013,R1,516 Lagrange St,02132,42.2836,-71.1617,Constituent Call
101000920447,09/06/2013 02:27:41 PM,,Open,Case Closed NOVIO: No Violation Found/No Cause,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,180 Leyden St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,113,R2,180 Leyden St,02128,42.3889,-71.0046,Self Service
101001110865,06/18/2014 10:26:15 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,60 Princeton St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,107,R2,60 Princeton St,02128,42.3773,-71.037,Constituent Call
101000916068,09/02/2013 12:47:37 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,126 Calumet St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1003,R3,126 Calumet St,02120,42.331,-71.1026,Constituent Call
101001050923,03/20/2014 01:12:47 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,10 Robey St  Roxbury  MA  02119,7,03,7,B2,Roxbury,13,Ward 8,806,CD,10 Robey St,02119,42.3227,-71.0681,Self Service
101000989133,12/20/2013 01:15:14 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,36 Gordon St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,R2,36 Gordon St,02134,42.3521,-71.1399,Constituent Call
101000356347,11/21/2011 05:58:30 PM,,Open,Case Closed VIOISS: Violation Filed,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,120 Commonwealth Ave  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,CD,120 Commonwealth Ave,02116,42.3518,-71.0768,Self Service
101000373127,01/11/2012 11:08:12 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,5 Upham Ave  Dorchester  MA  02125,7,03,7,C11,Dorchester,13,Ward 13,1305,R3,5 Upham Ave,02125,42.3153,-71.0656,Constituent Call
101001002418,01/10/2014 01:42:35 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,29 Wendover St  Dorchester  MA  02125,7,03,7,B2,Dorchester,13,Ward 7,710,,29 Wendover St,02125,42.3188,-71.0658,Self Service
101000471300,08/29/2012 01:17:14 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,9 Greenwich Park  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,404,CM,9 Greenwich Park,02118,42.3426,-71.0801,Constituent Call
101000481938,09/20/2012 09:11:27 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,88 Pembroke St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 4,403,CD,88 Pembroke St,02118,42.342,-71.0765,Constituent Call
101000500743,10/31/2012 10:23:04 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,249 Washington St  Dorchester  MA  02121,7,03,4,C11,Dorchester,8,Ward 14,1402,R3,249 Washington St,02121,42.3013,-71.0769,Constituent Call
101001100917,05/31/2014 03:48:13 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,41 Anderson St  Boston  MA  02114,3,1B,8,A1,Beacon Hill,14,Ward 5,504,A,41 Anderson St,02114,42.3599,-71.0679,Self Service
101001159371,08/28/2014 12:42:03 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1033 Massachusetts Ave  Roxbury  MA  02119,7,03,7,C6,Roxbury,13,Ward 8,806,C,1033 Massachusetts Ave,02119,42.3271,-71.0676,Constituent Call
101000833162,05/03/2013 11:12:12 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,83-85 Cresthill Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2211,R2,83-85 Cresthill Rd,02135,42.356,-71.1576,Constituent Call
101000950835,10/21/2013 08:15:38 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1522 VFW Pkwy  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2016,CD,1522 VFW Pkwy,02132,42.2685,-71.1709,Self Service
101000875524,07/09/2013 09:36:28 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,256 Commonwealth Ave  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,508,CM,256 Commonwealth Ave,02116,42.3501,-71.0831,Constituent Call
101001130991,07/17/2014 10:28:02 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,178 W Seventh St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,603,R3,178 W Seventh St,02127,42.3347,-71.0512,Constituent Call
101000952618,10/23/2013 01:13:39 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,79 Brayton Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2204,R2,79 Brayton Rd,02135,42.349,-71.1703,Constituent Call
101000460940,08/06/2012 02:55:26 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,193 Norfolk St  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 17,1707,R2,193 Norfolk St,02124,42.2863,-71.0799,Constituent Call
101001007320,01/17/2014 07:00:02 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,120-0 Byron St  East Boston  MA  02128,1,09,1,A7,East Boston,1,01,111,,120-0 Byron St,02128,42.3839,-71.0163,Constituent Call
101000914515,08/30/2013 02:18:07 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,21 Worcester St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,R3,21 Worcester St,02118,42.3381,-71.0762,Constituent Call
101001093354,05/20/2014 09:15:04 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,51-53 Woodcliff St  Dorchester  MA  02125,7,03,7,B2,Roxbury,13,Ward 13,1301,RL,51-53 Woodcliff St,02125,42.3156,-71.0759,Constituent Call
101000948061,10/17/2013 10:02:58 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,44 Zeller St  Roslindale  MA  02131,9,06,5,E5,Roslindale,10,Ward 20,2001,R1,44 Zeller St,02131,42.2921,-71.137,Constituent Call
101000885397,07/23/2013 12:07:32 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,171 Trenton St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,109,R3,171 Trenton St,02128,42.3802,-71.0324,Self Service
101001102077,06/02/2014 08:16:57 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,9 Forbes St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,19,1901,R3,9 Forbes St,02130,42.322,-71.1081,Self Service
101001157005,08/25/2014 03:30:10 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of E Brookline St & Harrison Ave  Roxbury  MA,4,1C,2,D4,South End,6,Ward 8,801,,INTERSECTION E Brookline St & Harrison Ave,,42.3383,-71.0709,Constituent Call
101000416699,05/03/2012 01:44:34 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1027 Commonwealth Ave  Boston  MA  02215,11,04,9,D14,Allston / Brighton,14,Ward 21,2103,RC,1027 Commonwealth Ave,02215,42.3522,-71.1216,Constituent Call
101000473007,09/01/2012 11:58:58 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,8 Hall St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,CM,8 Hall St,02130,42.305,-71.1143,Constituent Call
101000857929,06/11/2013 04:47:54 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,516 Lagrange St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2013,R1,516 Lagrange St,02132,42.2836,-71.1617,Constituent Call
101000438744,06/19/2012 02:32:10 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,559-569 Washington St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2207,C,559-569 Washington St,02135,42.3499,-71.1643,Constituent Call
101001162631,09/02/2014 05:15:17 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,190 Alleghany St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1003,CM,190 Alleghany St,02120,42.3328,-71.105,Constituent Call
101000471889,08/30/2012 11:28:19 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,47 Revere St  Boston  MA  02114,3,1B,8,A1,Beacon Hill,14,Ward 5,504,A,47 Revere St,02114,42.3597,-71.0681,Constituent Call
101001141021,07/31/2014 01:00:35 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,96 Normandy St  Dorchester  MA  02121,7,03,4,B2,Roxbury,13,Ward 14,1401,R3,96 Normandy St,02121,42.3094,-71.0798,Self Service
101001102181,06/03/2014 08:19:06 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,4 Houghton St  Dorchester  MA  02122,8,07,3,C11,Dorchester,7,Ward 16,1605,CM,4 Houghton St,02122,42.2959,-71.0529,Constituent Call
101001051893,03/21/2014 02:32:53 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,41 Orkney Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,R3,41 Orkney Rd,02135,42.337,-71.1497,Constituent Call
101000884200,07/22/2013 09:22:26 AM,,Open,Case Closed VIOCOR: Violation Corrected,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,69-71 Millet St  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1703,R3,69-71 Millet St,02124,42.2941,-71.0773,Constituent Call
101001143751,08/05/2014 11:16:56 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,385 Dorchester Ave  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,07,705,RC,385 Dorchester Ave,02127,42.3346,-71.058,Constituent Call
101000986568,12/18/2013 08:51:33 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,116-118 Whitfield St  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1703,A,116-118 Whitfield St,02124,42.2934,-71.0753,Constituent Call
101000914452,08/30/2013 01:29:09 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,15 Ledgewood Rd  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2020,R1,15 Ledgewood Rd,02132,42.2952,-71.1637,Constituent Call
101000495255,10/22/2012 09:12:25 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,21 Ridgeway Ln  Boston  MA  02114,3,1B,1,A1,Beacon Hill,3,Ward 3,306,R1,21 Ridgeway Ln,02114,42.3606,-71.064,Constituent Call
101001089226,05/14/2014 11:54:46 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,43 Jones Ave  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 14,1413,RL,43 Jones Ave,02124,42.2865,-71.0837,Constituent Call
101000425812,05/22/2012 12:06:25 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,61 Burrell St  Roxbury  MA  02119,7,03,7,B2,Roxbury,13,Ward 8,806,C,61 Burrell St,02119,42.3231,-71.0696,Constituent Call
101000470705,08/28/2012 06:08:11 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,4 Downer Ct  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1504,RL,4 Downer Ct,02125,42.3096,-71.0644,Constituent Call
101000369043,12/30/2011 09:23:38 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,50 Park Vale Ave  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2105,A,50 Park Vale Ave,02134,42.3526,-71.1334,Constituent Call
101000470244,08/27/2012 10:58:55 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,30 Glenville Ave  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2105,CD,30 Glenville Ave,02134,42.3503,-71.1329,Constituent Call
101000914034,08/30/2013 08:21:30 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,66 Greenwich St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1506,R3,66 Greenwich St,02122,42.3044,-71.0564,Constituent Call
101001159091,08/28/2014 09:07:48 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,32 Dartmouth St  Boston  MA  02116,4,1C,2,D4,South End,6,Ward 4,401,R3,32 Dartmouth St,02116,42.3438,-71.0745,Constituent Call
101000929460,09/18/2013 10:07:58 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,8 Carol Cir  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2005,A,8 Carol Cir,02132,42.2683,-71.1507,Constituent Call
101000450769,07/17/2012 09:37:29 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,638 Tremont St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 9,901,EA,638 Tremont St,02118,42.3421,-71.0746,Constituent Call
101001166038,09/06/2014 12:36:54 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,22 Worcester Sq  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,CM,22 Worcester Sq,02118,42.3367,-71.0743,Constituent Call
101001135284,07/23/2014 10:18:30 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,41 De Soto Rd  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,10,Ward 20,2003,R1,41 De Soto Rd,02132,42.2615,-71.154,Self Service
101001149615,08/13/2014 02:02:00 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,84 E Brookline St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,801,CM,84 E Brookline St,02118,42.3376,-71.0698,Constituent Call
101000478329,09/13/2012 08:29:49 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,95 Normandy St  Dorchester  MA  02121,7,03,4,B2,Roxbury,13,Ward 14,1401,RL,95 Normandy St,02121,42.3096,-71.0802,Constituent Call
101000458518,08/01/2012 09:05:46 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,51 Park Vale Ave  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2105,R4,51 Park Vale Ave,02134,42.3526,-71.133,Constituent Call
101000461525,08/07/2012 03:07:37 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,137 Beacon St  Boston  MA  02116,4,1C,8,D4,Boston,14,05,506,E,137 Beacon St,02116,42.3547,-71.0741,Constituent Call
101001132846,07/20/2014 11:45:47 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,38A Union Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,CD,38A Union Ave,02130,42.3086,-71.1065,Self Service
101000386317,02/21/2012 10:23:13 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,172 Leyden St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,113,R1,172 Leyden St,02128,42.3889,-71.0051,Constituent Call
101000862095,06/18/2013 10:04:51 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,3 Trent St  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1504,RL,3 Trent St,02125,42.3092,-71.0654,Constituent Call
101001090318,05/15/2014 01:20:01 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,25 Breed St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,113,CM,25 Breed St,02128,42.388,-71.0063,Constituent Call
101001158122,08/27/2014 07:39:59 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,28 Highgate St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,R1,28 Highgate St,02134,42.355,-71.1314,Constituent Call
101001148374,08/12/2014 09:31:20 AM,,Open,Case Closed ADCLSD: Administratively Closed,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1-4 Saint George St  Roxbury  MA  02118,4,1C,2,D4,South End,6,08,802,,1-4 Saint George St,02118,42.3386,-71.0716,Self Service
101000485811,09/28/2012 02:01:04 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,341 Bunker Hill St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,207,R2,341 Bunker Hill St,02129,42.3815,-71.0675,Constituent Call
101001133604,07/21/2014 12:49:50 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,404 Marlborough St  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,509,R4,404 Marlborough St,02115,42.35,-71.0883,Constituent Call
101001082069,05/05/2014 01:31:24 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,35 Harwood St  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 14,1412,CM,35 Harwood St,02124,42.2859,-71.0879,Constituent Call
101000879520,07/15/2013 11:34:50 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1650 VFW Pkwy  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2016,C,1650 VFW Pkwy,02132,42.2644,-71.1678,Constituent Call
101001089027,05/14/2014 10:00:02 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,105 Allston St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,E,105 Allston St,02134,42.3499,-71.1372,Constituent Call
101001137620,07/26/2014 05:04:41 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,34 Chiswick Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2115,A,34 Chiswick Rd,02135,42.3389,-71.1506,Constituent Call
101001051627,03/21/2014 10:36:17 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,4 Concord Sq  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,404,CM,4 Concord Sq,02118,42.3408,-71.0786,Constituent Call
101000865233,06/22/2013 11:59:23 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,60 Manthorne Rd  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2018,R1,60 Manthorne Rd,02132,42.2892,-71.1516,Constituent Call
101001082076,05/05/2014 01:35:13 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,53 Copeland St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 12,1204,R3,53 Copeland St,02119,42.3227,-71.0797,Constituent Call
101001164289,09/04/2014 11:04:53 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,700 Harrison Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,08,801,RC,700 Harrison Ave,02118,42.3383,-71.0707,Constituent Call
101000942814,10/08/2013 01:20:06 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,40 Zeller St  Roslindale  MA  02131,9,06,5,E5,Roslindale,10,Ward 20,2001,R1,40 Zeller St,02131,42.292,-71.1368,Constituent Call
101001003762,01/13/2014 10:24:12 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,6 Harbell Ter  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1508,R1,6 Harbell Ter,02122,42.3013,-71.0579,Constituent Call
101001138484,07/28/2014 01:18:39 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,3 Hooper St  Dorchester  MA  02124,8,07,4,C11,Dorchester,9,Ward 17,1703,R1,3 Hooper St,02124,42.2947,-71.0693,Constituent Call
101001096022,05/23/2014 08:11:31 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,3 Forbes St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,R4,3 Forbes St,02130,42.322,-71.1084,Self Service
101001135949,07/24/2014 08:02:49 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,32 Dorset St  Dorchester  MA  02125,6,03,2,C6,Dorchester,5,Ward 7,708,R3,32 Dorset St,02125,42.3237,-71.0585,Constituent Call
101000438754,06/19/2012 02:42:25 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,109-111 Charter St  Boston  MA  02113,3,1B,1,A1,Downtown / Financial District,3,Ward 3,302,R4,109-111 Charter St,02113,42.3681,-71.0563,Constituent Call
101001105708,06/09/2014 10:56:29 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,84 Bailey St  Dorchester  MA  02124,8,07,4,C11,Dorchester,8,Ward 17,1711,R3,84 Bailey St,02124,42.285,-71.0652,Constituent Call
